Страна,год,Категория продуктов питания,Общее_количество_отходов_(тонн),Экономический ущерб (Млн долларов),Среднее количество отходов на душу населения (Кг),Численность населения (Млн),Бытовые отходы (%)
uk,2023,prepared food,2771.73,2709.71,137.36,806.38,44.61
argentina,2020,meat seafood,15465.35,18092.81,153.96,74.06,48.71
mexico,2023,prepared food,49852.33,49951.05,46.82,346.57,51.41
saudi arabia,2020,bakery item,6578.83,6321.95,71.85,190.85,46.0
turkey,2022,beverage,13364.72,12820.98,91.65,719.34,45.88
turkey,2023,meat seafood,39004.75,34266.95,30.61,738.34,65.58
south africa,2018,prepared food,23281.4,25265.3,166.94,27.03,32.77
mexico,2021,meat seafood,9175.67,8689.93,189.59,903.39,49.8
argentina,2019,beverage,16086.64,14182.44,198.1,469.81,30.58
germany,2024,bakery item,19152.44,18329.72,126.57,189.89,43.54
south africa,2022,meat seafood,47998.97,42542.48,21.12,1259.95,58.23
india,2024,prepared food,8691.04,9861.66,146.93,299.45,64.34
germany,2023,bakery item,2259.01,2390.27,114.47,343.08,66.88
italy,2018,grain cereal,12851.64,14590.46,98.09,469.07,66.66
canada,2023,dairy product,19505.47,19105.95,76.06,782.7,67.83
argentina,2023,bakery item,14903.6,14035.31,37.51,877.69,54.79
canada,2023,grain cereal,13958.86,11903.19,157.1,564.27,69.31
uk,2022,bakery item,11966.64,13301.59,115.83,915.51,31.98
france,2023,meat seafood,30862.8,28061.49,22.5,605.39,61.67
indonesia,2018,dairy product,45048.61,45687.34,23.68,340.97,60.97
japan,2023,grain cereal,33076.62,27055.64,32.99,1075.06,66.78
indonesia,2020,prepared food,38591.62,31119.05,134.81,256.76,58.55
india,2020,meat seafood,37097.27,31259.12,85.57,1135.93,55.89
south africa,2018,grain cereal,18565.85,16172.53,45.13,335.33,44.72
south africa,2020,bakery item,4854.43,5591.6,22.92,101.56,42.71
south korea,2024,meat seafood,12538.16,11004.04,74.71,250.62,45.95
indonesia,2023,meat seafood,47916.19,56688.98,173.25,499.28,60.44
saudi arabia,2019,prepared food,49897.41,52983.4,118.17,1356.14,30.87
argentina,2023,frozen food,49279.74,49982.07,166.35,852.67,65.08
japan,2019,dairy product,27104.63,27798.72,164.98,326.08,36.2
japan,2022,fruit vegetable,34535.45,40893.1,118.14,935.55,62.39
brazil,2019,beverage,3821.97,3440.76,192.16,512.62,53.6
turkey,2021,grain cereal,12506.13,10524.25,111.28,209.63,69.31
russia,2023,fruit vegetable,1221.62,984.57,96.88,547.78,36.53
germany,2024,prepared food,29489.02,30542.09,138.28,382.43,63.8
russia,2020,dairy product,5438.27,5256.73,172.27,851.51,68.63
brazil,2018,frozen food,7741.56,6879.98,36.45,1035.41,50.77
usa,2024,grain cereal,2469.34,2547.15,65.18,1204.7,34.35
saudi arabia,2023,meat seafood,26024.78,29269.93,29.33,576.62,60.99
canada,2020,fruit vegetable,47273.49,49943.03,51.64,1212.97,65.71
russia,2018,beverage,40523.02,36379.9,83.53,1070.6,49.75
germany,2021,prepared food,36470.88,30124.89,123.59,655.42,35.0
mexico,2024,bakery item,41051.02,47576.89,128.4,220.64,63.26
brazil,2021,fruit vegetable,16178.17,18650.75,25.83,137.81,35.41
turkey,2023,prepared food,46501.82,45442.62,109.76,23.36,64.43
japan,2021,grain cereal,23806.82,28173.06,121.6,1201.88,45.74
usa,2023,frozen food,19710.77,18712.96,162.09,1231.96,42.06
germany,2023,beverage,14272.87,13616.01,45.6,857.44,31.5
germany,2023,beverage,2267.39,2004.48,184.53,417.62,58.03
south korea,2023,fruit vegetable,33972.57,38497.82,178.06,385.75,32.3
indonesia,2022,prepared food,10946.27,9985.4,22.7,41.39,32.25
spain,2020,bakery item,49676.32,41270.26,29.32,474.65,34.97
south africa,2019,prepared food,9255.12,9241.79,24.29,297.28,41.37
uk,2024,prepared food,9277.38,9834.82,32.39,670.16,49.04
brazil,2018,dairy product,18076.68,16060.53,85.35,74.9,52.48
mexico,2018,frozen food,13198.24,12355.27,152.49,686.52,48.89
germany,2020,dairy product,28422.26,24190.07,119.24,331.15,64.47
south korea,2024,fruit vegetable,35696.79,32244.91,74.78,857.01,57.82
south korea,2023,bakery item,15390.05,12457.12,38.01,662.54,39.01
france,2023,prepared food,25561.92,27983.11,153.81,305.69,41.21
japan,2022,fruit vegetable,36016.94,41810.77,143.73,380.81,35.09
india,2022,bakery item,16918.08,13849.39,60.7,1373.73,35.69
india,2020,beverage,24061.59,19712.45,148.24,436.47,50.72
saudi arabia,2019,dairy product,32367.96,31487.91,100.27,432.17,37.01
south korea,2022,prepared food,19416.71,19012.69,174.09,850.25,31.9
france,2022,dairy product,36132.8,38019.37,174.75,291.54,30.7
mexico,2019,frozen food,47226.41,56384.01,182.4,1210.94,56.95
india,2018,prepared food,15455.6,15670.96,185.32,242.18,62.06
indonesia,2021,dairy product,49439.9,52836.52,94.15,237.99,52.97
saudi arabia,2019,fruit vegetable,29604.66,23736.51,137.85,905.25,47.49
india,2022,prepared food,15110.91,13466.97,103.86,183.22,34.09
russia,2024,fruit vegetable,48698.53,52480.03,178.45,1066.76,66.85
spain,2022,prepared food,48130.47,46308.2,52.01,1163.34,33.79
uk,2023,bakery item,29749.28,29411.3,199.0,1125.81,36.48
argentina,2021,meat seafood,49420.7,48154.17,159.25,548.37,66.69
russia,2022,grain cereal,10154.62,11557.75,121.16,93.24,52.13
saudi arabia,2023,prepared food,10271.44,10902.15,130.23,342.36,59.77
italy,2022,fruit vegetable,7387.67,6592.27,162.25,310.59,35.77
south africa,2023,dairy product,30586.38,28529.85,21.61,653.86,62.26
saudi arabia,2020,dairy product,22837.5,24524.92,38.43,642.13,61.1
south africa,2020,meat seafood,5453.64,5401.48,59.39,1172.64,63.93
canada,2018,dairy product,39668.22,42869.87,123.85,222.12,58.05
australia,2024,fruit vegetable,30169.17,24451.32,145.75,560.4,38.95
germany,2022,frozen food,18581.47,17912.97,25.24,636.98,46.62
indonesia,2018,bakery item,24399.68,28258.6,104.23,1269.21,53.08
china,2022,beverage,9330.53,10553.98,198.22,477.18,38.71
italy,2023,fruit vegetable,31640.72,35128.75,136.76,1095.91,56.7
japan,2019,meat seafood,9673.87,10923.68,153.44,1181.62,45.02
argentina,2021,fruit vegetable,24999.17,21631.22,60.68,427.12,66.02
russia,2020,bakery item,2724.23,2696.9,197.1,698.55,35.46
mexico,2024,beverage,44657.84,39602.83,112.49,1186.47,57.8
italy,2019,bakery item,10222.62,9346.45,182.78,1001.16,47.36
argentina,2022,prepared food,49077.56,43299.18,157.78,751.16,58.34
south africa,2019,prepared food,17956.52,20776.17,53.38,1020.89,40.45
australia,2022,fruit vegetable,44018.09,40651.87,56.74,520.98,50.79
canada,2023,beverage,38240.08,40202.81,81.28,1267.55,47.73
russia,2020,bakery item,42108.4,41111.41,145.08,774.3,50.21
indonesia,2018,dairy product,44584.14,52667.37,72.72,458.48,67.42
uk,2022,prepared food,11790.92,10744.15,76.64,1181.97,68.11
spain,2018,dairy product,23203.3,22950.99,120.83,57.27,41.4
japan,2020,beverage,36282.29,38887.61,31.53,1284.13,45.7
spain,2019,prepared food,26672.64,28769.77,154.78,945.8,62.43
china,2018,frozen food,14181.6,14290.25,42.93,789.09,53.46
india,2018,grain cereal,2657.35,2749.43,105.85,719.87,38.16
russia,2018,beverage,10214.52,10766.71,130.54,122.3,34.91
south korea,2022,prepared food,22759.88,23150.96,140.15,1164.68,30.96
canada,2024,meat seafood,49289.97,45872.9,193.92,785.38,39.14
canada,2019,frozen food,8252.21,9074.6,49.69,1207.75,46.97
turkey,2020,fruit vegetable,7815.04,8006.65,43.23,695.57,52.44
russia,2022,fruit vegetable,4066.93,3535.25,34.09,763.98,48.21
germany,2023,prepared food,34123.41,28542.1,98.44,1087.99,42.48
mexico,2022,fruit vegetable,19883.54,20482.16,89.54,143.28,41.04
japan,2024,grain cereal,32403.48,34763.83,86.95,1116.02,42.14
russia,2021,beverage,27915.58,29184.68,169.61,373.93,30.25
germany,2019,frozen food,28594.17,26009.58,107.98,628.83,56.65
argentina,2024,frozen food,45663.94,49092.95,193.39,1099.33,62.77
argentina,2019,frozen food,4872.53,5391.97,115.87,749.74,51.91
australia,2019,beverage,29752.19,35634.72,81.62,139.64,61.1
russia,2021,dairy product,741.25,702.15,27.0,1232.46,59.3
canada,2019,frozen food,951.49,971.59,59.51,239.46,42.48
australia,2021,grain cereal,23084.31,22540.78,72.82,598.04,61.42
canada,2018,fruit vegetable,28482.39,32840.47,173.83,1255.64,56.4
indonesia,2019,dairy product,20993.04,23060.49,85.23,1086.6,53.34
france,2023,meat seafood,45741.0,53825.92,118.48,486.24,54.47
india,2020,prepared food,15487.59,13728.5,162.98,221.65,54.56
brazil,2020,prepared food,37501.84,32638.08,149.76,241.81,54.74
china,2024,bakery item,20898.45,18035.66,85.24,1037.91,69.63
south africa,2018,dairy product,32954.42,36165.45,121.48,1025.46,36.95
spain,2023,frozen food,44885.35,44685.57,168.07,1255.06,57.06
uk,2023,beverage,48844.63,45591.87,155.9,252.03,60.28
mexico,2022,prepared food,25266.57,29103.97,23.08,365.87,30.77
mexico,2022,grain cereal,29858.48,26602.0,148.96,1148.6,60.14
spain,2024,prepared food,34453.36,37407.49,129.69,401.37,39.76
france,2020,dairy product,5843.61,5831.34,183.29,945.2,60.94
turkey,2023,bakery item,38423.54,38743.01,184.79,816.25,30.18
turkey,2021,fruit vegetable,21529.71,20410.14,57.39,791.89,37.96
usa,2023,grain cereal,27290.77,24428.52,132.97,913.05,53.23
usa,2022,bakery item,41358.45,38242.08,29.43,1344.69,69.82
south africa,2021,dairy product,35704.42,34459.55,110.88,1098.53,46.83
france,2020,bakery item,16853.16,17040.69,32.64,284.86,68.65
south korea,2024,fruit vegetable,37078.59,39001.29,59.38,137.16,36.34
south korea,2020,beverage,22346.15,21709.58,194.72,465.73,47.47
australia,2020,prepared food,43672.96,47834.03,60.42,1259.67,57.85
argentina,2019,prepared food,9645.98,11083.33,49.54,146.01,33.29
germany,2018,beverage,2050.37,1861.12,40.55,263.21,56.11
australia,2020,prepared food,2655.52,2170.41,22.1,963.92,45.81
argentina,2023,prepared food,6588.75,6546.04,117.77,415.85,33.41
mexico,2023,grain cereal,1807.34,1560.33,123.17,224.6,34.31
saudi arabia,2024,fruit vegetable,46722.63,51041.87,32.36,1361.24,51.98
france,2023,beverage,46815.03,40941.21,144.09,549.6,56.11
mexico,2018,beverage,33769.17,38293.01,71.84,208.15,67.68
china,2024,bakery item,16024.39,16640.57,20.84,1030.14,50.39
india,2024,frozen food,15502.28,13784.37,131.25,1331.08,58.81
russia,2024,fruit vegetable,8983.06,10583.84,72.74,402.0,54.62
india,2021,dairy product,19195.97,20988.26,169.68,422.31,43.97
france,2022,grain cereal,32301.18,37418.51,88.09,208.25,57.91
saudi arabia,2020,fruit vegetable,4887.73,5265.03,22.07,897.92,58.72
china,2023,beverage,3712.38,3146.93,157.55,709.35,43.42
japan,2023,dairy product,5114.3,4884.28,33.62,148.41,31.32
indonesia,2022,bakery item,39060.62,34962.3,199.92,885.96,44.17
germany,2019,fruit vegetable,40255.89,34570.93,194.77,573.92,44.81
brazil,2021,prepared food,24282.86,28463.98,110.28,101.68,53.01
indonesia,2024,grain cereal,19616.76,16787.22,116.5,253.22,61.54
canada,2024,dairy product,1999.43,2209.15,81.15,250.93,45.9
argentina,2019,meat seafood,34166.79,40472.4,46.19,652.71,66.69
mexico,2018,beverage,46773.98,48206.73,84.36,988.47,32.33
china,2022,dairy product,46538.54,48512.62,28.93,200.8,54.15
russia,2021,dairy product,11491.37,10326.31,138.19,463.47,58.49
mexico,2024,beverage,43696.76,38169.41,104.85,1153.5,42.0
uk,2023,grain cereal,17496.98,20725.2,85.12,1235.29,35.16
italy,2024,frozen food,44426.82,39419.51,73.58,1397.97,53.59
japan,2023,dairy product,9282.85,7976.85,44.24,253.85,59.5
japan,2019,frozen food,32065.24,36800.09,61.8,738.23,31.96
spain,2022,bakery item,26722.17,27929.17,129.95,1242.06,37.52
saudi arabia,2021,beverage,7398.36,6727.97,154.96,569.53,64.47
spain,2019,meat seafood,3622.54,3115.14,34.51,1062.83,63.54
usa,2018,fruit vegetable,23255.62,25460.94,151.46,491.13,42.22
indonesia,2023,bakery item,4809.69,4984.28,39.14,107.84,60.11
mexico,2019,beverage,14370.21,16927.69,59.53,639.87,32.55
germany,2022,prepared food,8866.15,7180.84,151.04,1211.41,55.91
turkey,2018,grain cereal,22552.63,22164.55,172.3,839.76,46.65
mexico,2020,frozen food,41734.14,46916.87,80.04,1192.94,69.61
spain,2019,dairy product,21239.11,19429.83,91.54,531.67,66.48
japan,2022,prepared food,29107.43,29245.63,41.61,218.47,64.35
turkey,2023,bakery item,533.57,560.98,134.44,69.81,37.15
uk,2022,prepared food,46401.05,48577.0,126.89,258.06,63.37
japan,2020,meat seafood,22704.79,22767.89,109.48,1296.89,67.43
south africa,2020,fruit vegetable,6960.42,7031.06,97.19,105.43,37.07
spain,2019,dairy product,42902.4,40219.21,161.36,955.17,62.19
mexico,2022,prepared food,8042.22,7615.36,23.76,697.81,55.53
usa,2021,dairy product,5585.75,6072.85,52.1,1188.67,38.62
south korea,2023,bakery item,17794.58,17921.04,20.63,904.78,61.89
brazil,2019,dairy product,30097.01,27556.1,83.75,951.46,61.41
russia,2024,prepared food,6267.9,5730.43,182.82,1254.11,37.77
usa,2023,prepared food,35785.61,41521.98,150.06,163.45,41.76
usa,2018,prepared food,46778.67,46048.82,183.41,230.94,36.95
china,2024,frozen food,45552.71,53739.43,156.02,270.5,67.96
turkey,2018,prepared food,2537.53,2519.27,33.52,44.16,31.55
south korea,2022,grain cereal,27519.0,27745.27,163.55,791.56,42.95
indonesia,2024,frozen food,44612.93,45623.52,93.88,1206.98,49.42
italy,2021,beverage,1756.7,1780.36,126.15,183.95,37.21
mexico,2022,dairy product,21686.39,18997.42,82.69,440.06,64.18
brazil,2020,beverage,8037.57,9462.71,50.79,409.67,64.5
france,2019,fruit vegetable,30265.74,27579.4,73.17,25.11,32.72
brazil,2020,meat seafood,35756.27,29631.95,182.04,881.59,50.32
south korea,2019,meat seafood,15462.88,17410.11,71.52,548.5,50.43
canada,2019,fruit vegetable,13800.61,14300.07,53.27,265.22,59.43
indonesia,2021,prepared food,48499.44,49055.91,41.74,569.56,51.43
usa,2018,frozen food,20534.12,22972.25,90.13,699.74,38.54
china,2024,meat seafood,44313.75,48631.01,108.24,684.06,53.34
spain,2020,prepared food,25153.49,26899.88,25.7,260.55,66.62
uk,2022,beverage,17580.51,19982.08,58.39,1265.72,54.68
argentina,2022,prepared food,23655.31,23348.89,79.57,83.43,48.77
japan,2020,dairy product,15176.46,13202.09,63.83,162.07,43.96
turkey,2024,fruit vegetable,5214.72,5805.35,52.33,1376.05,62.29
spain,2020,grain cereal,15753.94,13558.12,124.64,253.44,61.48
saudi arabia,2023,prepared food,38470.53,32336.93,186.34,372.01,35.22
germany,2023,meat seafood,36023.96,30105.02,39.73,1099.99,62.02
india,2023,bakery item,37698.37,36436.28,28.26,90.79,34.42
china,2024,fruit vegetable,14112.86,16584.4,72.25,1333.34,34.54
mexico,2018,prepared food,44042.55,47727.23,30.99,1251.2,58.46
canada,2020,frozen food,14982.46,12154.94,106.96,427.53,63.19
uk,2018,fruit vegetable,32333.47,38720.22,150.97,752.32,64.33
india,2018,fruit vegetable,24208.08,21417.2,196.57,1029.54,66.89
brazil,2018,beverage,32795.6,37385.22,122.13,667.32,34.59
indonesia,2023,meat seafood,26972.75,23026.53,103.94,454.48,37.06
brazil,2023,meat seafood,23314.59,20936.8,167.1,659.43,44.29
uk,2018,bakery item,25539.28,28544.06,164.53,1094.29,47.99
south africa,2022,grain cereal,46451.63,39707.99,104.93,1223.69,58.84
india,2018,prepared food,29156.88,33590.67,90.47,1067.52,52.58
indonesia,2021,grain cereal,39316.95,36589.5,112.78,189.35,67.45
japan,2021,prepared food,27210.3,27979.67,45.43,1137.87,45.44
india,2018,fruit vegetable,5558.27,5169.4,180.66,1118.5,52.7
japan,2021,grain cereal,35972.5,38671.77,34.68,145.29,49.41
canada,2021,frozen food,34379.48,37594.21,104.98,359.03,31.81
italy,2018,bakery item,43460.32,51777.73,107.63,541.25,40.23
south africa,2023,meat seafood,19412.2,18532.37,36.13,813.79,36.99
canada,2023,prepared food,46789.67,47361.14,174.92,1320.44,34.79
japan,2020,grain cereal,40204.59,43618.55,21.08,1051.82,47.65
australia,2023,meat seafood,24682.22,28654.54,182.5,1173.32,41.6
china,2020,frozen food,41022.69,37983.5,124.4,595.8,45.31
south korea,2020,grain cereal,23062.5,26536.15,78.77,1317.97,55.48
russia,2024,fruit vegetable,9075.75,8738.84,83.56,869.57,44.0
russia,2018,frozen food,5738.46,6447.91,33.99,1302.66,61.26
germany,2021,meat seafood,20741.31,22020.13,189.06,1036.27,31.8
japan,2023,grain cereal,5238.17,4223.73,58.54,99.46,44.58
uk,2023,fruit vegetable,6249.74,6674.64,53.21,446.03,39.3
spain,2019,dairy product,5227.61,6105.45,55.64,1354.95,59.9
uk,2024,prepared food,38206.78,32981.14,65.26,981.18,61.86
argentina,2022,meat seafood,12421.08,12731.67,114.22,1324.66,53.11
china,2022,bakery item,1393.35,1181.65,97.46,1196.78,33.39
india,2021,fruit vegetable,19352.73,16499.62,30.08,607.53,65.34
canada,2024,dairy product,25383.46,24480.33,22.15,201.71,56.01
usa,2023,dairy product,22462.46,25994.95,69.93,1190.43,66.93
japan,2018,bakery item,7499.8,6557.21,147.24,601.02,69.67
germany,2019,beverage,12946.24,12645.64,148.32,653.75,50.49
spain,2024,frozen food,17849.11,18029.79,69.27,545.32,59.11
india,2024,beverage,19678.15,19772.16,173.21,1137.81,55.62
germany,2024,prepared food,7322.68,7798.37,89.85,240.95,54.05
india,2022,beverage,31791.18,27882.5,140.94,272.42,58.72
india,2022,fruit vegetable,19895.02,18052.81,90.72,360.53,43.25
argentina,2024,frozen food,22381.44,23224.97,115.02,871.36,52.48
canada,2021,bakery item,24999.74,20405.37,199.08,1245.58,45.23
japan,2020,grain cereal,2029.71,1939.64,167.54,755.19,58.22
china,2018,dairy product,8971.56,8331.8,29.86,983.07,34.79
germany,2021,dairy product,8025.09,9211.62,30.09,281.02,56.2
russia,2021,frozen food,13833.33,12039.53,124.84,377.44,68.18
argentina,2019,dairy product,27903.12,30467.52,114.51,1189.02,63.27
saudi arabia,2021,beverage,45111.22,38372.58,101.35,166.36,69.61
germany,2024,grain cereal,29844.57,33358.93,139.27,966.21,33.66
canada,2018,fruit vegetable,6023.68,5862.1,147.63,1237.29,51.4
indonesia,2022,fruit vegetable,36567.57,39207.3,153.83,362.32,59.99
mexico,2018,fruit vegetable,8610.6,9965.75,176.51,188.16,39.55
argentina,2018,dairy product,665.76,777.85,59.98,111.12,66.17
italy,2021,frozen food,24247.74,22169.09,169.1,1375.81,31.54
australia,2024,frozen food,29146.86,29856.58,85.87,1050.94,49.12
south korea,2023,dairy product,28953.39,23474.35,85.73,692.25,48.77
canada,2018,bakery item,32055.29,32302.72,183.77,402.02,67.39
argentina,2021,fruit vegetable,15039.52,14360.69,189.16,405.88,47.49
argentina,2019,bakery item,23175.08,23172.64,33.68,441.44,53.12
argentina,2020,prepared food,36320.0,35895.51,42.43,87.64,41.94
france,2023,dairy product,40955.59,44365.92,69.07,46.2,65.91
germany,2020,dairy product,9226.39,8137.32,38.68,1360.41,35.29
usa,2022,grain cereal,47623.36,41440.21,63.62,1017.66,36.88
mexico,2018,prepared food,30409.26,34781.39,137.76,1270.57,43.87
spain,2019,beverage,7833.47,6547.3,67.48,853.29,48.57
south korea,2021,frozen food,34254.0,29249.07,191.89,889.85,66.88
usa,2018,fruit vegetable,27243.29,27718.98,160.0,595.58,41.81
china,2024,dairy product,5317.02,4775.77,112.06,768.63,34.47
indonesia,2018,dairy product,42498.75,39782.71,125.42,525.6,43.62
germany,2024,meat seafood,14143.32,13506.93,171.49,86.22,59.68
saudi arabia,2023,bakery item,9972.79,8508.79,62.35,1286.68,48.2
argentina,2022,prepared food,14467.99,16747.79,52.17,642.86,52.0
australia,2021,beverage,33306.19,36955.43,67.29,549.4,66.72
india,2024,prepared food,32300.63,31228.77,46.82,203.31,49.55
saudi arabia,2020,prepared food,36375.37,34364.64,49.62,420.74,60.54
south africa,2019,meat seafood,42336.15,42536.36,68.21,1382.38,53.75
argentina,2021,meat seafood,25618.78,20729.63,124.0,519.61,36.5
france,2024,beverage,33050.66,35584.18,80.09,12.82,38.53
brazil,2020,prepared food,12803.24,12143.22,27.39,1374.28,51.76
usa,2018,dairy product,33862.46,39973.68,92.9,1241.24,59.37
